,country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
21009,United States,1900,USA,78763706.0,613998133248.0,,,,,,,,,,,,,,,,,,23226.369,1829.395,,,,,,,,,,,,,,,,,,,,,,,,,937.493,73.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.425,98.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21010,United States,1901,USA,80336086.0,683106041856.0,,,,,,,,,,,,,,,,8.757,160.198,24765.869,1989.593,,,,,,,,,,,,,,,,,,,,,,,10.817,7.988,1018.572,81.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.078,8.955,1339.383,107.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21011,United States,1902,USA,81949920.0,690126913536.0,,,,,,,,,,,,,,,,4.33,86.156,25329.479,2075.749,,,,,,,,,,,,,,,,,,,,,,,9.761,7.988,1095.983,89.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.918,30.04,1679.575,137.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21012,United States,1903,USA,83606240.0,723766345728.0,,,,,,,,,,,,,,,,16.783,348.37,28994.467,2424.118,,,,,,,,,,,,,,,,,,,,,,,8.893,7.988,1169.809,97.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.181,18.143,1863.304,155.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21013,United States,1904,USA,85296008.0,714621845504.0,,,,,,,,,,,,,,,,-1.55,-37.574,27979.551,2386.544,,,,,,,,,,,,,,,,,,,,,,,8.167,7.988,1240.281,105.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.543,25.772,2128.54,181.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21014,United States,1905,USA,87019897.0,767532728320.0,,,,,,,,,,,,,,,,11.627,277.483,30613.996,2664.027,,,,,,,,,,,,,,,,,,,,,,,7.55,7.988,1307.501,113.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.06,27.342,2400.578,208.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21015,United States,1906,USA,88778597.0,855994269696.0,,,,,,,,,,,,,,,,5.458,145.4,31645.318,2809.427,,,,,,,,,,,,,,,,,,,,,,,7.02,7.988,1371.572,121.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.102,-12.746,2209.447,196.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21016,United States,1907,USA,90572810.0,869070536704.0,,,,,,,,,,,,,,,,15.986,449.107,35976.953,3258.534,,,,,,,,,,,,,,,,,,,,,,,6.56,7.988,1432.592,129.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.306,61.406,2843.657,257.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21017,United States,1908,USA,92403252.0,799355568128.0,,,,,,,,,,,,,,,,-13.431,-437.666,30527.797,2820.868,,,,,,,,,,,,,,,,,,,,,,,6.156,7.988,1490.657,137.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.487,19.283,2996.004,276.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21018,United States,1909,USA,94167861.0,890110017536.0,,,,,,,,,,,,,,,,10.814,305.06,33195.27,3125.927,,,,,,,,,,,,,,,,,,,,,,,5.799,7.988,1547.547,145.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,7.199,3016.31,284.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21019,United States,1910,USA,95863718.0,893975396352.0,,,,,,,,,,,,,,,,8.85,276.638,35493.777,3402.565,,,,,,,,,,,,,,,,,,,,,,,5.481,7.988,1603.493,153.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.404,40.914,3389.748,324.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21020,United States,1911,USA,97487822.0,917451767808.0,,,,,,,,,,,,,,,,-1.042,-35.443,34538.898,3367.122,,,,,,,,,,,,,,,,,,,,,,,5.391,8.286,1661.779,162.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.197,16.887,3506.495,341.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21021,United States,1912,USA,99037086.0,954787430400.0,,,,,,,,,,,,,,,,7.675,258.423,36607.949,3625.545,,,,,,,,,,,,,,,,,,,,,,,5.115,8.286,1719.453,170.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,3.861,3490.629,345.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21022,United States,1913,USA,100508338.0,986598473728.0,,,,,,,,,,,,,,,,6.641,240.768,38467.586,3866.313,,,,,,,,,,,,,,,,,,,,,,,4.866,8.286,1776.728,178.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.442,39.554,3833.069,385.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21023,United States,1914,USA,102001413.0,905134473216.0,,,,,,,,,,,,,,,,-9.901,-382.818,34151.434,3483.495,,,,,,,,,,,,,,,,,,,,,,,4.64,8.286,1831.958,186.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,26.854,4040.229,412.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21024,United States,1915,USA,103516631.0,925041164288.0,,,,,,,,,,,,,,,,3.505,122.1,34831.066,3605.595,,,,,,,,,,,,,,,,,,,,,,,4.434,8.286,1885.191,195.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.771,23.783,4210.844,435.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21025,United States,1916,USA,105054323.0,1046397583360.0,,,,,,,,,,,,,,,,11.0,396.622,38096.641,4002.217,,,,,,,,,,,,,,,,,,,,,,,4.246,8.286,1936.475,203.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,30.471,4439.256,466.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21026,United States,1917,USA,106614820.0,1014196338688.0,,,,,,,,,,,,,,,,10.389,415.794,41438.996,4418.011,,,,,,,,,,,,,,,,,,,,,,,4.073,8.286,1985.853,211.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.496,53.614,4877.158,519.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21027,United States,1918,USA,108135496.0,1099047305216.0,,,,,,,,,,,,,,,,4.134,182.63,42545.156,4600.642,,,,,,,,,,,,,,,,,,,,,,,3.914,8.286,2034.556,220.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.144,31.948,5104.013,551.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21028,United States,1919,USA,109687474.0,1102169636864.0,,,,,,,,,,,,,,,,-18.322,-842.917,34258.465,3757.725,,,,,,,,,,,,,,,,,,,,,,,3.766,8.286,2081.315,228.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.781,53.986,5523.979,605.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21029,United States,1920,USA,111271341.0,1085154983936.0,,,,,,,,,,,,,,,,18.831,707.604,40130.086,4465.329,,,,,,,,,,,,,,,,,,,,,,,3.63,8.286,2126.158,236.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.238,116.568,6492.947,722.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21030,United States,1921,USA,112887696.0,1054213668864.0,,,,,,,,,,,,,,,,-23.071,-1030.206,30429.557,3435.123,,,,,,,,,,,,,,,,,,,,,,,3.503,8.286,2169.119,244.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.179,30.191,6667.426,752.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21031,United States,1922,USA,114537147.0,1105913446400.0,,,,,,,,,,,,,,,,-5.814,-199.732,28247.525,3235.391,,,,,,,,,,,,,,,,,,,,,,,3.384,8.286,2210.228,253.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.074,136.036,7759.111,888.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21032,United States,1923,USA,116220314.0,1244263743488.0,,,,,,,,,,,,,,,,37.94,1227.493,38400.203,4462.884,,,,,,,,,,,,,,,,,,,,,,,17.132,43.37,2551.387,296.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.35,278.608,10043.981,1167.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21033,United States,1924,USA,117928215.0,1274653966336.0,,,,,,,,,,,,,,,,-13.116,-585.347,32880.484,3877.537,,,,,,,,,,,,,,,,,,,,,,,14.626,43.37,2882.201,339.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.338,-27.296,9667.061,1140.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21034,United States,1925,USA,119661215.0,1296540106752.0,,,,,,,,,,,,,,,,1.812,70.244,32991.312,3947.781,,,,,,,,,,,,,,,,,,,,,,,12.76,43.37,3202.897,383.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.731,76.735,10168.323,1216.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21035,United States,1926,USA,121419682.0,1372770926592.0,,,,,,,,,,,,,,,,13.031,514.423,36750.246,4462.203,,,,,,,,,,,,,,,,,,,,,,,11.316,43.37,3513.7,426.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,21.539,10198.45,1238.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21036,United States,1927,USA,123203991.0,1378144616448.0,,,,,,,,,,,,,,,,-9.113,-406.634,32917.512,4055.569,,,,,,,,,,,,,,,,,,,,,,,10.166,43.37,3814.829,470.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.978,197.85,11656.621,1436.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037,United States,1928,USA,125014520.0,1385247277056.0,,,,,,,,,,,,,,,,-3.641,-147.651,31259.713,3907.918,,,,,,,,,,,,,,,,,,,,,,,9.228,43.37,4106.499,513.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,1.233,11497.664,1437.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038,United States,1929,USA,126654267.0,1461345452032.0,,,,,,,,,,,,,,,,5.68,221.985,32607.688,4129.903,,,,,,,,,,,,,,,,,,,,,,,4.509,23.151,4236.118,536.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.742,168.775,12681.369,1606.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21039,United States,1930,USA,128119335.0,1322627104768.0,,,,,,,,,,,,,,,,-11.811,-487.773,28427.637,3642.13,,,,,,,,,,,,,,,,,,,,,,,4.315,23.151,4368.373,559.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.852,-174.299,11175.914,1431.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21040,United States,1931,USA,129405760.0,1237725741056.0,,,,,,,,,,,,,,,,-17.727,-645.631,23155.842,2996.499,,,,,,,,,,,,,,,,,,,,,,,4.136,23.151,4503.846,582.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.226,-74.827,10486.576,1357.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21041,United States,1932,USA,130509510.0,1051216969728.0,,,,,,,,,,,,,,,,-18.602,-557.396,18689.086,2439.104,,,,,,,,,,,,,,,,,,,,,,,3.972,23.151,4643.141,605.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.746,-105.112,9592.491,1251.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21042,United States,1933,USA,131426486.0,1015524950016.0,,,,,,,,,,,,,,,,6.565,160.138,19777.152,2599.242,,,,,,,,,,,,,,,,,,,,,,,3.82,23.151,4786.894,629.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.833,173.182,10843.275,1425.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21043,United States,1934,USA,132349904.0,1100529926144.0,,,,,,,,,,,,,,,,8.707,226.322,21349.191,2825.563,,,,,,,,,,,,,,,,,,,,,,,3.68,23.151,4928.414,652.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,4.594,10802.331,1429.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21044,United States,1935,USA,133279810.0,1237782364160.0,,,,,,,,,,,,,,,,2.008,56.73,21625.883,2882.293,,,,,,,,,,,,,,,,,,,,,,,3.549,23.151,5067.727,675.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.553,136.583,11751.744,1566.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21045,United States,1936,USA,134216250.0,1359902408704.0,,,,,,,,,,,,,,,,16.288,469.457,24972.758,3351.75,,,,,,,,,,,,,,,,,,,,,,,3.428,23.151,5204.856,698.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.344,162.017,12876.889,1728.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046,United States,1937,USA,135159270.0,1462308700160.0,,,,,,,,,,,,,,,,0.753,25.246,24985.305,3376.996,,,,,,,,,,,,,,,,,,,,,,,3.314,23.151,5339.824,721.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.324,282.132,14874.451,2010.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21047,United States,1938,USA,136108915.0,1373407805440.0,,,,,,,,,,,,,,,,-20.646,-697.223,19688.443,2679.773,,,,,,,,,,,,,,,,,,,,,,,8.508,61.405,5753.713,783.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.066,-101.855,14022.332,1908.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048,United States,1939,USA,137254990.0,1469481091072.0,,,,,,,,,,,,,,,,13.088,350.735,22079.4,3030.508,,,,,,,,,,,,,,,,,,,,,,,7.841,61.405,6153.048,844.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.167,79.537,14484.733,1988.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21049,United States,1940,USA,138601511.0,1592319803392.0,,,,,,,,,,,,,,,,14.751,447.039,25090.25,3477.547,,,,,,,,,,,,,,,,,,,,,,,7.271,61.405,6536.302,905.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.977,138.711,15344.804,2126.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21050,United States,1941,USA,140152562.0,1815098687488.0,,,,,,,,,,,,,,,,11.36,395.054,27631.32,3872.6,,,,,,,,,,,,,,,,,,,,,,,6.778,61.405,6902.094,967.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.622,77.025,15724.567,2203.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051,United States,1942,USA,141912292.0,2013171023872.0,,,,,,,,,,,,,,,,12.704,491.974,30755.436,4364.574,,,,,,,,,,,,,,,,,,,,,,,6.348,61.405,7249.203,1028.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.111,-24.493,15356.99,2179.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052,United States,1943,USA,143884915.0,2203245346816.0,,,,,,,,,,,,,,,,1.209,52.746,30700.371,4417.32,,,,,,,,,,,,,,,,,,,,,,,5.969,61.405,7576.582,1090.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.548,186.289,16441.16,2365.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053,United States,1944,USA,145884958.0,2361835651072.0,,,,,,,,,,,,,,,,4.98,219.991,31787.455,4637.312,,,,,,,,,,,,,,,,,,,,,,,5.633,61.405,7893.623,1151.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.476,271.479,18076.668,2637.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21054,United States,1945,USA,147912803.0,2314667556864.0,,,,,,,,,,,,,,,,-7.418,-343.996,29025.988,4293.315,,,,,,,,,,,,,,,,,,,,,,,5.332,61.405,8200.545,1212.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.131,56.185,18208.691,2693.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055,United States,1946,USA,149968835.0,2103900897280.0,,,,,,,,,,,,,,,,-5.602,-240.508,27024.334,4052.808,,,,,,,,,,,,,,,,,,,,,,,5.062,61.405,8497.568,1274.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.184,31.878,18171.619,2725.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21056,United States,1947,USA,152053446.0,2070709141504.0,,,,,,,,,,,,,,,,15.67,635.057,30830.375,4687.865,,,,,,,,,,,,,,,,,,,,,,,10.33,131.643,9246.835,1406.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.097,193.395,19194.381,2918.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21057,United States,1948,USA,154167035.0,2168923226112.0,,,,,,,,,,,,,,,,-4.474,-209.717,29047.373,4478.147,,,,,,,,,,,,,,,,,,,,,,,12.353,173.678,10246.619,1579.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.789,256.5,20595.008,3175.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21058,United States,1949,USA,156416114.0,2126235566080.0,,,,,,,,,,,,,,,,-26.673,-1194.436,20993.434,3283.711,,,,,,,,,,,,,,,,,,,,,,,5.284,83.474,10632.953,1663.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.823,-280.143,18507.863,2894.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21059,United States,1950,USA,158804384.0,2320610099200.0,,,,,,,,,,,,,,,,16.554,543.582,24100.678,3827.293,,,,,,,,,,,,,,,,,,,,,,,15.904,264.51,12138.677,1927.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.147,206.886,19532.295,3101.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21060,United States,1951,USA,160872272.0,2497407877120.0,,,,,,,,,,,,,,,,2.915,111.561,24484.357,3938.854,,,,,,,,,,,,,,,,,,,,,,,18.704,360.555,14223.892,2288.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,430.845,21959.402,3532.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21061,United States,1952,USA,163266032.0,2590801657856.0,,,,,,,,,,,,,,,,-11.954,-470.848,21241.445,3468.006,,,,,,,,,,,,,,,,,,,,,,,7.456,170.611,15060.332,2458.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.874,66.21,22042.973,3598.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21062,United States,1953,USA,165910000.0,2709832597504.0,,,,,,,,,,,,,,,,-3.77,-130.74,20114.918,3337.266,,,,,,,,,,,,,,,,,,,,,,,4.792,117.837,15530.574,2576.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.937,105.693,22328.744,3704.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21063,United States,1954,USA,168736384.0,2691885432832.0,,,,,,,,,,,,,,,,-13.814,-460.998,17045.928,2876.268,,,,,,,,,,,,,,,,,,,,,,,4.12,106.166,15899.615,2682.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.786,-66.163,21562.623,3638.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21064,United States,1955,USA,171685344.0,2882221375488.0,,,,,,,,,,,,,,,,16.607,477.672,19535.393,3353.94,,,,,,,,,,,,,,,,,,,,,,,7.572,203.143,16809.74,2885.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.319,266.304,22743.365,3904.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21065,United States,1956,USA,174704992.0,2938405388288.0,,,,,,,,,,,,,,,,7.809,261.909,20696.885,3615.849,,,,,,,,,,,,,,,,,,,,,,,7.198,207.737,17708.27,3093.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.348,208.805,23545.451,4113.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066,United States,1957,USA,177751488.0,2993553408000.0,,,,,,,,,,,,,,,,-2.259,-81.685,19882.615,3534.164,,,,,,,,,,,,,,,,,,,,,,,5.932,183.507,18437.145,3277.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,-0.605,23138.5,4112.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21067,United States,1958,USA,180788384.0,2963550502912.0,,,,,,,,,,,,,,,,-16.627,-587.631,16298.244,2946.533,,,,,,,,,,,,,,,,,,,,,,,3.277,107.401,18721.508,3384.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.416,-263.896,21290.121,3849.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21068,United States,1959,USA,183786256.0,3183156920320.0,,,,,,,,,,,,,,,,0.296,8.736,16079.924,2955.269,,,,,,,,,,,,,,,,,,,,,,,9.211,311.768,20112.49,3696.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.129,197.408,22016.959,4046.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21069,United States,1960,USA,186720560.0,3262376312832.0,,,,,,,,,,,,,,,,0.41,12.107,15892.07,2967.376,,,,,,,,,,,,,,,,,,,,,,,6.018,222.464,20987.852,3918.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.535,21673.828,4046.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21070,United States,1961,USA,189569840.0,3338583932928.0,,,,,,,,,,,,,,,,-3.108,-92.235,15166.661,2875.142,,,,,,,,,,,,,,,,,,,,,,,3.218,126.127,21337.73,4044.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.819,73.595,21736.285,4120.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21071,United States,1962,USA,192313744.0,3539745112064.0,,,,,,,,,,,,,,,,4.429,127.329,15612.356,3002.471,,,,,,,,,,,,,,,,,,,,,,,4.696,189.943,22020.961,4234.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.076,85.55,21871.002,4206.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21072,United States,1963,USA,194932400.0,3692868403200.0,,,,,,,,,,,,,,,,8.506,255.378,16712.711,3257.849,,,,,,,,,,,,,,,,,,,,,,,6.275,265.735,23088.355,4500.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,120.277,22194.215,4326.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21073,United States,1964,USA,197408496.0,3906859958272.0,,,,,,,,,,,,,,,,5.677,184.937,17439.908,3442.786,,,,,,,,,,,,,,,,,,,,,,,5.661,254.79,24089.43,4755.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239,53.591,22187.307,4379.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
